STORE_ID,PRODUCT_ID
718265,739669
718265,723054
718667,729394
718667,716831
718259,723221
718259,729394
718259,713310
718259,716831
718703,729394
718703,716831
718703,747822
717971,739669
717971,723054
717971,725750
718270,711800
718270,717074
718270,715567
718270,722830
718270,723054
718270,739669
718270,722530
718270,725750
718270,725936
718206,712650
718206,739669
718206,723054
718212,723581
718212,716673
718212,721257
718212,715418
718212,733306
717850,739669
717850,723054
718386,719348
718386,716831
718386,719170
718386,723221
718386,729394
714171,708437
714171,722073
714171,712830
714171,739009
714171,716310
714171,718522
714347,726640
714347,739669
714347,698256
714118,720478
714118,720425
714661,723221
714661,716831
714661,729394
714725,739669
714725,722530
714725,831362
714725,704057
714725,710960
714725,726640
713951,713972
713951,720478
713951,720425
713964,729394
713964,711135
713964,716831
713964,720393
714179,716831
714179,717551
714179,729394
714181,721333
714181,711135
714181,823807
714181,729394
714181,713310
713832,729394
713832,721333
714484,713972
714484,723581
714484,733306
714385,729394
714385,716831
714385,747822
714485,729394
714485,721333
714485,747822
713870,721333
713870,729394
719399,737867
719399,721333
719399,729394
719466,733306
719466,742705
719466,723581
719466,718286
719466,716760
719706,698256
719706,711800
719706,739669
719706,715567
719706,723054
719706,725750
719096,714512
719096,719348
719096,729394
719096,719170
719096,713310
719096,716831
719096,717551
719096,723221
719051,721333
719051,703037
719051,729394
719051,714512
719888,712830
719888,716310
719888,739009
719699,726640
719699,739669
719699,698256
719699,717074
719699,831362
719759,729394
719759,721333
719759,747822
672515,720573
672515,719189
672515,714097
672515,724762
672515,747882
672515,721137
672515,726154
672515,718173
672515,708195
672515,721582
672515,710978
672515,714578
672515,739009
672515,718934
672515,722230
672515,713158
672515,718811
672515,709228
672515,710432
672515,722073
672515,724289
672515,718653
672515,740927
672515,718522
672515,713642
672515,708437
672515,728504
672669,727054
672669,712391
672669,719348
672669,701703
672669,729214
672669,721333
672669,747582
672669,714512
672669,719170
672669,708923
672669,729119
672669,717682
672669,836973
672669,700503
672669,749982
672669,718213
672669,732406
672669,712922
672669,740687
672669,711135
672669,747822
672669,716831
672669,737867
672640,719891
672640,715920
672640,719460
672640,712195
672640,715388
672640,722878
672640,719168
672640,716673
672640,720478
672640,731626
672640,719578
672640,702258
672640,733306
672640,718193
672640,742705
672640,732403
672640,723581
672640,704479
672640,721822
672640,715073
672640,702723
672640,722272
672640,701777
672969,724732
672969,714088
672969,713310
672969,725664
672969,729394
672969,740687
672969,823807
672969,732883
672969,696936
672969,723221
672969,732528
672969,718213
672969,847612
672969,713048
672969,701703
672969,836973
672969,749982
672969,712391
672969,712922
672969,708923
672969,747582
672969,715521
672969,714512
672969,729119
672969,729214
672969,711135
672969,747822
672969,725814
672969,741229
672969,717551
672969,737867
672969,710130
672969,732406
672969,719348
672969,719170
672969,721333
672969,703037
672969,826227
672969,700503
672969,727054
672610,718213
672610,722062
672610,720393
672610,737867
672610,719348
672610,729394
672610,732406
672610,822611
672610,711135
672610,703037
672610,733359
672610,823807
672610,718150
672610,729119
672610,749982
672610,727054
672610,712391
672610,723221
672610,719817
672610,826227
672610,712922
672610,713310
672610,836973
672610,734568
672610,713048
672610,715521
672610,741229
672610,724732
672610,729214
672610,747822
672610,740687
672610,725814
672610,717967
672610,717551
672610,714088
672610,714182
672610,747582
672610,717682
672610,732528
672610,708923
672610,700503
672610,715918
672610,716831
672610,721333
672610,710130
672610,719170
672610,713875
672610,705303
672610,701703
672610,725756
672610,696936
672610,714512
669061,704057
669061,714570
669061,739669
669061,712495
669061,711800
669061,710960
669061,725936
669061,718212
669061,710250
669061,719351
669061,723054
669061,698256
669061,723214
669061,717074
669061,740087
669061,714721
669061,709768
669061,831362
669061,719452
669061,713229
669061,731759
669061,701103
669061,702138
669061,730479
669061,716733
669061,704419
669061,710428
669061,861106
669061,716492
669061,709832
669061,726640
669061,712650
669061,716465
669061,734628
669061,722830
669013,722530
669013,698256
668851,725950
668851,710432
668851,712830
668851,860986
668851,719189
668851,718934
668851,707717
668851,745645
668851,718522
668851,725801
668851,718653
668851,723174
668851,726154
668851,819663
668851,720573
668851,728879
668851,714097
668851,713158
668851,724289
668851,718811
668851,829649
668851,727664
668851,718173
668851,718574
668851,723714
668851,735527
668851,742465
668851,713642
668851,739009
668851,708437
668851,702663
668851,708695
668851,724762
668851,747882
668851,728504
668851,708195
668851,714578
668851,710978
668851,716047
668851,740927
668851,716513
668851,848699
668851,721137
668851,722073
668851,713430
668851,860866
668851,717420
668851,699498
668851,721582
668851,723387
668851,721411
668851,709228
668851,716310
668851,713162
668851,722230
668851,715927
668667,708437
668667,726154
668667,819663
668667,728504
668667,860866
668667,713642
668667,723714
668667,739009
668667,720573
668667,713430
668667,724289
668667,718574
668667,725950
668667,829649
668667,716047
668667,728879
668667,715927
668667,716310
668667,718653
668667,724762
668667,721411
668667,710432
668667,718934
668667,742465
668667,848699
668667,745645
668778,704479
668778,715388
668778,719578
668778,719460
668778,694624
668778,701777
668778,718672
668778,718298
668778,715073
668778,732403
668778,718193
668778,713972
668778,697998
668778,712195
668778,707178
668778,721822
668778,702096
668778,722878
668778,723581
668778,716760
668778,742705
668778,719891
668778,722272
668778,716752
668778,716673
668778,736366
668778,731626
668778,733306
668778,721257
668778,718409
668778,823931
668778,715920
668778,861286
668778,713647
668778,715746
668778,715232
668778,714968
668778,702723
668778,844193
668778,860808
668778,702258
668778,720478
668778,720425
668778,718286
669042,713310
669042,715521
669042,712922
669042,747582
669042,723221
669042,711135
669042,737867
669042,718213
669042,710130
669042,729119
669042,708923
669042,724732
669042,712391
669042,747822
669042,719170
669042,717551
669042,713048
669042,732528
669042,722062
669042,826227
669042,727054
669042,700503
669042,725814
669042,719348
669042,703037
669042,749982
669042,729394
669042,714512
669042,696936
669042,716831
669042,717967
669042,740687
668681,724762
668681,718173
668681,725950
668681,708195
668681,728504
668681,721137
668681,722230
668681,720573
668681,709228
668681,723387
668681,699498
668681,710432
668681,724289
668681,727664
668681,740927
668681,728879
668681,719189
668681,716513
668681,707717
668681,712830
668681,718811
668681,718653
668681,726154
668681,721582
668681,718934
668681,742465
668681,714097
668681,713158
668681,717420
668681,747882
668681,721411
668681,722073
668681,702663
668681,710978
668681,708437
668681,713642
668681,739009
668681,718522
668738,712495
668738,710960
668738,704419
668738,731759
668738,740087
668738,719351
668738,721049
668738,709768
668738,716733
668738,723054
668738,716465
668738,725750
668738,711212
668738,723214
668738,739669
668738,719048
668738,704057
668738,725936
668738,715567
668738,717758
668738,701103
668738,714721
668738,734628
668738,710428
668738,702138
668738,717074
668738,711800
668738,710250
668738,709832
668738,722530
668802,729214
668802,723221
668802,725814
668802,718213
668802,716831
668802,721333
668802,727054
668802,747582
668802,722062
668802,732528
668802,724732
668802,729394
668802,741229
668802,714512
668802,708923
668802,717551
668802,826227
668802,700503
668802,703037
668802,717967
668802,729119
668802,720393
668802,714088
668802,713310
668802,712391
668802,710130
668828,716465
668828,717758
668828,714570
668828,715567
668828,717074
668828,710960
668828,724104
668828,723214
668828,721049
668828,710250
668828,731759
668828,710428
668828,702138
668828,709768
668828,713229
668828,712495
668828,734628
668828,698256
668828,711212
668828,714721
668828,704419
668828,831362
668828,719351
668828,740087
668828,718212
668828,861106
668828,711800
668828,725936
668828,716492
668828,701103
668828,739669
668828,723054
668828,725750
668828,709832
668828,722830
668828,720753
668828,726640
668828,722530
668828,704057
668828,716733
648615,712830
648615,702663
649018,704057
649018,716518
649018,699437
649018,717552
649018,732105
649018,718272
649018,694564
649018,716492
649018,725974
649018,861106
649018,726640
649018,716733
649018,860868
649018,852890
649018,723054
649018,731759
649018,720753
649018,712495
649018,719048
649018,722830
649018,717758
649018,712650
649018,704419
649018,701103
649018,740087
649018,718212
649018,723214
649018,717074
649018,715567
649018,713229
649018,711800
649018,730654
649018,864465
649018,712586
649018,831362
649018,719351
649018,714721
649018,714570
649018,739669
649018,709832
649018,714242
649018,734628
648624,728504
648624,724289
648624,740927
648624,727664
648624,702663
648624,707717
648624,721137
648624,745645
648624,860866
648624,713642
648624,848699
648624,712830
648624,708195
648624,718934
648624,718522
648624,714578
648624,718653
648624,719189
648624,718574
648624,728879
648624,747882
648624,699498
648624,742465
648624,722230
648624,708437
648624,724762
648624,718811
648624,713430
648624,718173
648624,819663
648624,721411
648624,725950
648624,726154
648624,723387
648624,717420
648624,720573
648624,829649
648624,739009
648624,714097
648624,721582
648624,710432
648624,722073
648624,713158
648624,716047
649016,831362
649016,861106
649016,722530
649016,710428
649016,711212
649016,694564
649016,719351
649016,734628
649016,717552
649016,739669
649016,740087
649016,723214
649016,718272
649016,710960
649016,860868
649016,712495
649016,717182
649016,726640
649016,702138
649016,698256
649016,732105
649016,704419
649016,717074
649016,716733
649016,710250
649016,713229
649016,711800
649016,730654
649016,723054
649016,715567
649016,704057
649016,714242
649016,722830
649016,721049
649016,709395
649016,701103
649016,709768
649016,714570
649016,725750
649016,717758
649016,709832
649016,725936
649016,731759
649016,714721
649016,716492
649016,716465
649016,864465
649016,718212
648561,739009
648561,716513
648561,819663
648561,727664
648561,713642
648561,745645
648561,721137
648561,714097
648561,718574
648561,712830
648561,710978
648561,723714
648561,715927
648561,728504
648561,708195
648561,719189
648561,726154
648561,723387
648561,707717
648561,713162
648561,716047
648561,716310
648561,829649
648561,721582
648561,721411
648561,699498
648561,722073
648561,708695
648561,713430
648561,728879
648561,860866
648561,724289
648561,718522
648561,740927
648561,709228
648561,702663
648561,718811
648561,722230
648561,747882
648561,742465
648561,860986
648561,724762
648561,723174
648561,713158
648561,714578
648561,718934
648561,710432
648561,718653
648561,718173
648561,720573
648561,708437
648561,848699
648561,735527
648561,725950
648561,725801
648561,717420
648807,714968
648807,748722
648807,719891
648807,697998
648807,713647
648807,718193
648807,731626
648807,722364
648807,715746
648807,733306
648807,702723
648807,716752
648807,702096
648807,750282
648807,823931
648807,716760
648807,715388
648807,713972
648807,723581
648807,718286
648807,721822
648807,722272
648807,718409
648807,720033
648807,736366
648807,718075
648807,715920
648807,715100
648807,716673
648807,701777
648807,720478
648807,712195
648807,824351
648807,721257
648807,704479
648807,713246
648807,718672
648807,722878
648807,707178
648807,860808
648807,720425
648807,718298
648807,742705
648807,720052
648807,702258
648807,861286
648807,844193
648807,715073
648807,694624
648807,719460
648807,719578
648807,715232
648807,732403
648807,725634
648392,848699
648392,727664
648392,717420
648392,714578
648392,740927
648392,715927
648392,713430
648392,726154
648392,710432
648392,829649
648392,728879
648392,718811
648392,713642
648392,722230
648392,718522
648392,724762
648392,707717
648392,710978
648392,742465
648392,708695
648392,699498
648392,716047
648392,718653
648392,860866
648392,712830
648392,709228
648392,747882
648392,714097
648392,719189
648392,735527
648392,723387
648392,718574
648392,713162
648392,721411
648392,718934
648392,707183
648392,724289
648392,745645
648392,819663
648392,722073
648392,716310
648392,739009
648392,720573
648392,721582
648392,702663
648392,713158
